ModuloParteAnotacao,PosiçãoInicial,Tamanho,Codigo,Numero,Descricao,Tipo,Categoria
,,,,,"Após receber o resultado da mamografia, a Sra foi encaminhada para consulta com médico especialista",9,Ignorado
,,,,,"Após receber o resultado da mamografia, a Sra foi encaminhada para consulta com médico especialista",,Não aplicável
,1086.0,1.0,R023,R23,A Sra foi à consulta com o especialista,1,Sim
,,,,,A Sra foi à consulta com o especialista,2,Não
,,,,,A Sra foi à consulta com o especialista,9,Ignorado
,,,,,A Sra foi à consulta com o especialista,,Não aplicável
,1087.0,2.0,R02402,R24a,Qual o principal motivo da Sra não ter ido à consulta com o especialista,01,"A consulta está marcada, mas ainda não foi à consulta"
,,,,,Qual o principal motivo da Sra não ter ido à consulta com o especialista,02,Não conseguiu marcar
,,,,,Qual o principal motivo da Sra não ter ido à consulta com o especialista,03,Não achou necessário
,,,,,Qual o principal motivo da Sra não ter ido à consulta com o especialista,04,Não sabia quem procurar ou aonde ir
,,,,,Qual o principal motivo da Sra não ter ido à consulta com o especialista,05,Estava com dificuldades financeiras
,,,,,Qual o principal motivo da Sra não ter ido à consulta com o especialista,06,O tempo de espera no serviço de saúde era muito grande
,,,,,Qual o principal motivo da Sra não ter ido à consulta com o especialista,07,Não conseguiu marcar consulta pelo plano de saúde
,,,,,Qual o principal motivo da Sra não ter ido à consulta com o especialista,08,O serviço de saúde era distante ou teve dificuldade de transporte
,,,,,Qual o principal motivo da Sra não ter ido à consulta com o especialista,09,O horário de funcionamento do serviço de saúde era incompatível com as atividades de trabalho ou domésticas
,,,,,Qual o principal motivo da Sra não ter ido à consulta com o especialista,10,Outro 
,,,,,Qual o principal motivo da Sra não ter ido à consulta com o especialista,99,Ignorado
,,,,,Qual o principal motivo da Sra não ter ido à consulta com o especialista,,Não aplicável
,1089.0,2.0,R025,R25,Com que idade a sra ficou menstruada pela primeira vez?,08 a 18,Número de anos
,,,,,Com que idade a sra ficou menstruada pela primeira vez?,00,Não sabe
,,,,,Com que idade a sra ficou menstruada pela primeira vez?,99,Ignorado
,,,,,Com que idade a sra ficou menstruada pela primeira vez?,,Não aplicável
,1091.0,1.0,R026,R26,A sra ainda fica menstruada?,1,Sim
,,,,,A sra ainda fica menstruada?,2,Não
,,,,,A sra ainda fica menstruada?,9,Ignorado
,,,,,A sra ainda fica menstruada?,,Não aplicável
,1092.0,2.0,R027,R27,Com que idade a sra parou de menstruar?,10 a 60,Número de anos
,,,,,Com que idade a sra parou de menstruar?,00,Não sabe
,,,,,Com que idade a sra parou de menstruar?,99,Ignorado
,,,,,Com que idade a sra parou de menstruar?,,Não aplicável
,1094.0,1.0,R028,R28,A sra já entrou na menopausa?,1,Sim
,,,,,A sra já entrou na menopausa?,2,Não
,,,,,A sra já entrou na menopausa?,3,Não sei
,,,,,A sra já entrou na menopausa?,9,Ignorado
,,,,,A sra já entrou na menopausa?,,Não aplicável
,1095.0,1.0,R029,R29,"Alguma vez a sra fez ou faz tratamento hormonal para alívio dos sintomas da menopausa (com comprimidos, adesivos, gel ou injeções)?",1,"Sim, faz atualmente"
,,,,,"Alguma vez a sra fez ou faz tratamento hormonal para alívio dos sintomas da menopausa (com comprimidos, adesivos, gel ou injeções)?",2,"Sim, já fez mas não faz mais"
,,,,,"Alguma vez a sra fez ou faz tratamento hormonal para alívio dos sintomas da menopausa (com comprimidos, adesivos, gel ou injeções)?",3,"Não, nunca fez"
,,,,,"Alguma vez a sra fez ou faz tratamento hormonal para alívio dos sintomas da menopausa (com comprimidos, adesivos, gel ou injeções)?",9,Ignorado
,,,,,"Alguma vez a sra fez ou faz tratamento hormonal para alívio dos sintomas da menopausa (com comprimidos, adesivos, gel ou injeções)?",,Não aplicável
,1096.0,1.0,R030,R30,Este medicamento foi receitado por médico?,1,Sim
,,,,,Este medicamento foi receitado por médico?,2,Não
,,,,,Este medicamento foi receitado por médico?,9,Ignorado
,,,,,Este medicamento foi receitado por médico?,,Não aplicável
,1097.0,1.0,R031,R31,"Nos últimos 12 meses, a sra teve relações sexuais?",1,Sim
,,,,,"Nos últimos 12 meses, a sra teve relações sexuais?",2,Não
,,,,,"Nos últimos 12 meses, a sra teve relações sexuais?",3,Recusou-se a responder
,,,,,"Nos últimos 12 meses, a sra teve relações sexuais?",9,Ignorado
,,,,,"Nos últimos 12 meses, a sra teve relações sexuais?",,Não aplicável
,1098.0,1.0,R032,R32,"Nos últimos 12 meses, a sra participou de grupo de planejamento familiar?",1,Sim
,,,,,"Nos últimos 12 meses, a sra participou de grupo de planejamento familiar?",2,Não
,,,,,"Nos últimos 12 meses, a sra participou de grupo de planejamento familiar?",9,Ignorado
,,,,,"Nos últimos 12 meses, a sra participou de grupo de planejamento familiar?",,Não aplicável
,1099.0,1.0,R033,R33,E o seu parceiro participou de grupo de planejamento familiar?,1,Sim
,,,,,E o seu parceiro participou de grupo de planejamento familiar?,2,Não
,,,,,E o seu parceiro participou de grupo de planejamento familiar?,9,Ignorado
,,,,,E o seu parceiro participou de grupo de planejamento familiar?,,Não aplicável
,1100.0,1.0,R034,R34,A sra usa algum método para evitar a gravidez atualmente?,1,Sim
,,,,,A sra usa algum método para evitar a gravidez atualmente?,2,Não
,,,,,A sra usa algum método para evitar a gravidez atualmente?,9,Ignorado
,,,,,A sra usa algum método para evitar a gravidez atualmente?,,Não aplicável
,1101.0,1.0,R035,R35,Qual o principal motivo de não evitar a gravidez?,1,Quer engravidar ou não se incomoda de engravidar
,,,,,Qual o principal motivo de não evitar a gravidez?,2,Por motivos religiosos
,,,,,Qual o principal motivo de não evitar a gravidez?,3,Não sabe como evitar
,,,,,Qual o principal motivo de não evitar a gravidez?,4,Não sabe aonde ir ou quem procurar para lhe dar orientações
,,,,,Qual o principal motivo de não evitar a gravidez?,5,Está grávida
,,,,,Qual o principal motivo de não evitar a gravidez?,6,Ligou as trompas
,,,,,Qual o principal motivo de não evitar a gravidez?,7,O companheiro fez vasectomia
,,,,,Qual o principal motivo de não evitar a gravidez?,8,Não tem relações sexuais com homens
,,,,,Qual o principal motivo de não evitar a gravidez?,9,Outro
,,,,,Qual o principal motivo de não evitar a gravidez?,,Não aplicável
,1102.0,1.0,R03601,R36,Pilula?,1,Sim
,,,,,Pilula?,2,Não
,,,,,Pilula?,9,Ignorado
,,,,,Pilula?,,Não aplicável
,1103.0,1.0,R03602,R36,Tabela?,1,Sim
,,,,,Tabela?,2,Não
,,,,,Tabela?,9,Ignorado
,,,,,Tabela?,,Não aplicável
,1104.0,1.0,R03603,R36,Camisinha masculina?,1,Sim
,,,,,Camisinha masculina?,2,Não
,,,,,Camisinha masculina?,9,Ignorado
,,,,,Camisinha masculina?,,Não aplicável
,1105.0,1.0,R03604,R36,Camisinha feminina?,1,Sim
,,,,,Camisinha feminina?,2,Não
,,,,,Camisinha feminina?,9,Ignorado
,,,,,Camisinha feminina?,,Não aplicável
,1106.0,1.0,R03605,R36,Diafragma?,1,Sim
,,,,,Diafragma?,2,Não
,,,,,Diafragma?,9,Ignorado
,,,,,Diafragma?,,Não aplicável
,1107.0,1.0,R03606,R36,DIU?,1,Sim
,,,,,DIU?,2,Não
,,,,,DIU?,9,Ignorado
,,,,,DIU?,,Não aplicável
,1108.0,1.0,R03607,R36,Contraceptivo injetável?,1,Sim
,,,,,Contraceptivo injetável?,2,Não
,,,,,Contraceptivo injetável?,9,Ignorado
,,,,,Contraceptivo injetável?,,Não aplicável
,1109.0,1.0,R03608,R36,Implantes (Norplant)?,1,Sim
,,,,,Implantes (Norplant)?,2,Não
,,,,,Implantes (Norplant)?,9,Ignorado
,,,,,Implantes (Norplant)?,,Não aplicável
,1110.0,1.0,R03609,R36,Creme/óvulo?,1,Sim
,,,,,Creme/óvulo?,2,Não
,,,,,Creme/óvulo?,9,Ignorado
,,,,,Creme/óvulo?,,Não aplicável
,1111.0,1.0,R03610,R36,Píulula do dia seguinte?,1,Sim
,,,,,Píulula do dia seguinte?,2,Não
,,,,,Píulula do dia seguinte?,9,Ignorado
,,,,,Píulula do dia seguinte?,,Não aplicável
,1112.0,1.0,R03611,R36,Outro,1,Sim
,,,,,Outro,2,Não
,,,,,Outro,9,Ignorado
,,,,,Outro,,Não aplicável
,1113.0,1.0,R037,R37,A sra e/ou seu companheiro já fizeram ou fazem algum tratamento para engravidar?,1,"Sim, fazem atualmente"
,,,,,A sra e/ou seu companheiro já fizeram ou fazem algum tratamento para engravidar?,2,"Sim, já fizeram"
,,,,,A sra e/ou seu companheiro já fizeram ou fazem algum tratamento para engravidar?,3,Nunca fizeram
,,,,,A sra e/ou seu companheiro já fizeram ou fazem algum tratamento para engravidar?,9,Ignorado
,,,,,A sra e/ou seu companheiro já fizeram ou fazem algum tratamento para engravidar?,,Não aplicável
,1114.0,1.0,R038,R38,Há quanto tempo a sra está tentando engravidar?,1,Há menos de 6 meses
,,,,,Há quanto tempo a sra está tentando engravidar?,2,De 6 meses a menos de 1 ano
,,,,,Há quanto tempo a sra está tentando engravidar?,3,Há 1 ano ou mais
,,,,,Há quanto tempo a sra está tentando engravidar?,9,Ignorado
,,,,,Há quanto tempo a sra está tentando engravidar?,,Não aplicável
Módulo S - Atendimento Pré-Natal  (Para mulheres de 15 anos ou mais de idade),,,,,,,
,1115.0,1.0,S065,S65,"Alguma vez ficou grávida, mesmo que a gravidez não tenha chegado até o final?",1,Sim
,,,,,"Alguma vez ficou grávida, mesmo que a gravidez não tenha chegado até o final?",2,Não
,,,,,"Alguma vez ficou grávida, mesmo que a gravidez não tenha chegado até o final?",9,Ignorado
,,,,,"Alguma vez ficou grávida, mesmo que a gravidez não tenha chegado até o final?",,Não aplicável
,1116.0,2.0,S066,S66,Quantos partos a Sra já teve?,00 a 30,Número de partos
,,,,,Quantos partos a Sra já teve?,99,Ignorado
,,,,,Quantos partos a Sra já teve?,,Não aplicável
,1118.0,2.0,S06701,S67,Em que data foi o último parto?,1 a 31,Dia
,,,,,Em que data foi o último parto?,99,Ignorado
,,,,,Em que data foi o último parto?,,Não aplicável
,1120.0,2.0,S06702,S67,Em que data foi o último parto?,1 a 12,Mês
,,,,,Em que data foi o último parto?,99,Ignorado
,,,,,Em que data foi o último parto?,,Não aplicável
,1122.0,4.0,S06703,S67,Em que data foi o último parto?,1908 a 2020,Ano
,,,,,Em que data foi o último parto?,99,Ignorado
,,,,,Em que data foi o último parto?,,Não aplicável
"No caso de mais um parto, os quesitos S68 a S139 referem-se ao parto mais recente.",,,,,,,
,1126.0,1.0,S068,S68,Quando estava grávida fez alguma consulta de pré-natal?,1,Sim
,,,,,Quando estava grávida fez alguma consulta de pré-natal?,2,Não
,,,,,Quando estava grávida fez alguma consulta de pré-natal?,9,Ignorado
,,,,,Quando estava grávida fez alguma consulta de pré-natal?,,Não aplicável
,1127.0,2.0,S06901,S69,Quantas tempo de gravidez tinha quando fez a primeira consulta pré-natal?,1 a 41,Número de semanas
,,,,,Quantas tempo de gravidez tinha quando fez a primeira consulta pré-natal?,99,Ignorado
,,,,,Quantas tempo de gravidez tinha quando fez a primeira consulta pré-natal?,,Não aplicável
,1129.0,2.0,S06902,S69,Quantas tempo de gravidez tinha quando fez a primeira consulta pré-natal?,1 a 9,Número de meses
,,,,,Quantas tempo de gravidez tinha quando fez a primeira consulta pré-natal?,99,Ignorado
,,,,,Quantas tempo de gravidez tinha quando fez a primeira consulta pré-natal?,,Não aplicável
,1131.0,1.0,S070,S70,Quantas consultas de pré-natal fez durante esta gravidez?,1,Uma
,,,,,Quantas consultas de pré-natal fez durante esta gravidez?,2,Duas
,,,,,Quantas consultas de pré-natal fez durante esta gravidez?,3,Três
,,,,,Quantas consultas de pré-natal fez durante esta gravidez?,4,Quatro
,,,,,Quantas consultas de pré-natal fez durante esta gravidez?,5,Cinco
,,,,,Quantas consultas de pré-natal fez durante esta gravidez?,6,Seis
,,,,,Quantas consultas de pré-natal fez durante esta gravidez?,7,Sete ou mais
,,,,,Quantas consultas de pré-natal fez durante esta gravidez?,8,Não sabe\Não lembra
,,,,,Quantas consultas de pré-natal fez durante esta gravidez?,9,Ignorado
,,,,,Quantas consultas de pré-natal fez durante esta gravidez?,,Não aplicável
,1132.0,1.0,S071,S71,Você fez a maioria das consultas do pré-natal em serviço de saúde de:,1,Unidade básica de saúde (posto ou centro de saúde ou unidade de saúde da família). 
,,,,,Você fez a maioria das consultas do pré-natal em serviço de saúde de:,2,"Policlínica pública, PAM (Posto de Assistência Médica) ou Centro de Especialidades público"
,,,,,Você fez a maioria das consultas do pré-natal em serviço de saúde de:,3,"UPA (Unidade de Pronto Atendimento), outro tipo de pronto atendimento público (24 horas), pronto-socorro ou emergência de hospital público."
,,,,,Você fez a maioria das consultas do pré-natal em serviço de saúde de:,4,Ambulatório de hospital público.
,,,,,Você fez a maioria das consultas do pré-natal em serviço de saúde de:,5,"Consultório particular, clínica privada ou ambulatório de hospital privado."
,,,,,Você fez a maioria das consultas do pré-natal em serviço de saúde de:,6,Pronto-atendimento ou emergência de hospital privado.
,,,,,Você fez a maioria das consultas do pré-natal em serviço de saúde de:,7,No domicílio
,,,,,Você fez a maioria das consultas do pré-natal em serviço de saúde de:,8,Outro serviço
,,,,,Você fez a maioria das consultas do pré-natal em serviço de saúde de:,9,Ignorado
,,,,,Você fez a maioria das consultas do pré-natal em serviço de saúde de:,,Não aplicável
,1133.0,1.0,S072,S72,Pagou por alguma consulta de pré-natal?,1,"Sim, todas                  "
,,,,,Pagou por alguma consulta de pré-natal?,2,"Sim, algumas"
,,,,,Pagou por alguma consulta de pré-natal?,3,"Não, nenhuma"
,,,,,Pagou por alguma consulta de pré-natal?,9,Ignorado
,,,,,Pagou por alguma consulta de pré-natal?,,Não aplicável
,1134.0,1.0,S073,S73,As consultas do pré-natal foram feitas através do Sistema Único de Saúde (SUS)?,1,"Sim, todas                  "
,,,,,As consultas do pré-natal foram feitas através do Sistema Único de Saúde (SUS)?,2,"Sim, algumas"
,,,,,As consultas do pré-natal foram feitas através do Sistema Único de Saúde (SUS)?,3,"Não, nenhuma"
,,,,,As consultas do pré-natal foram feitas através do Sistema Único de Saúde (SUS)?,9,Ignorado
,,,,,As consultas do pré-natal foram feitas através do Sistema Único de Saúde (SUS)?,,Não aplicável
,1135.0,1.0,S074,S74,"Nesta gravidez, quem a atendeu na maioria das consultas?",1,Médico (a)
,,,,,"Nesta gravidez, quem a atendeu na maioria das consultas?",2,Enfermeiro (a)
,,,,,"Nesta gravidez, quem a atendeu na maioria das consultas?",3,Técnino (a)/ Auxiliar de enfermagem
,,,,,"Nesta gravidez, quem a atendeu na maioria das consultas?",4,Parteira
,,,,,"Nesta gravidez, quem a atendeu na maioria das consultas?",5,Outro (a) profissional de saúde
,,,,,"Nesta gravidez, quem a atendeu na maioria das consultas?",9,Ignorado
,,,,,"Nesta gravidez, quem a atendeu na maioria das consultas?",,Não aplicável
,1136.0,1.0,S075,S75,"Nesta gravidez, você tinha uma caderneta/cartão da gestante?",1,Sim
,,,,,"Nesta gravidez, você tinha uma caderneta/cartão da gestante?",2,Não
,,,,,"Nesta gravidez, você tinha uma caderneta/cartão da gestante?",9,Ignorado
,,,,,"Nesta gravidez, você tinha uma caderneta/cartão da gestante?",,Não aplicável
,1137.0,1.0,S076,S76,"Nesta gravidez, você fez algum exame de sangue, sem considerar o teste de gravidez?",1,Sim
,,,,,"Nesta gravidez, você fez algum exame de sangue, sem considerar o teste de gravidez?",2,Não
,,,,,"Nesta gravidez, você fez algum exame de sangue, sem considerar o teste de gravidez?",9,Ignorado
,,,,,"Nesta gravidez, você fez algum exame de sangue, sem considerar o teste de gravidez?",,Não aplicável
,1138.0,1.0,S077,S77,"Nesta gravidez, você fez algum exame de urina, sem considerar o teste de gravidez?",1,Sim
,,,,,"Nesta gravidez, você fez algum exame de urina, sem considerar o teste de gravidez?",2,Não
,,,,,"Nesta gravidez, você fez algum exame de urina, sem considerar o teste de gravidez?",3,Não sabe/Não lembra
,,,,,"Nesta gravidez, você fez algum exame de urina, sem considerar o teste de gravidez?",,Não aplicável
,1139.0,1.0,S07901,S79,"Durante o pré-natal, em quantas consultas mediram sua pressão arterial?",1,Todas
,,,,,"Durante o pré-natal, em quantas consultas mediram sua pressão arterial?",2,Algumas
,,,,,"Durante o pré-natal, em quantas consultas mediram sua pressão arterial?",3,Nenhuma
,,,,,"Durante o pré-natal, em quantas consultas mediram sua pressão arterial?",9,Ignorado
,,,,,"Durante o pré-natal, em quantas consultas mediram sua pressão arterial?",,Não aplicável
,1140.0,1.0,S07902,S79,"Durante o pré-natal, em quantas consultas mediram o seu peso?",1,Todas
,,,,,"Durante o pré-natal, em quantas consultas mediram o seu peso?",2,Algumas
,,,,,"Durante o pré-natal, em quantas consultas mediram o seu peso?",3,Nenhuma
,,,,,"Durante o pré-natal, em quantas consultas mediram o seu peso?",9,Ignorado
,,,,,"Durante o pré-natal, em quantas consultas mediram o seu peso?",,Não aplicável
,1141.0,1.0,S07903,S79,"Durante o pré-natal, em quantas consultas mediram sua barriga?",1,Todas
,,,,,"Durante o pré-natal, em quantas consultas mediram sua barriga?",2,Algumas
,,,,,"Durante o pré-natal, em quantas consultas mediram sua barriga?",3,Nenhuma
,,,,,"Durante o pré-natal, em quantas consultas mediram sua barriga?",9,Ignorado
,,,,,"Durante o pré-natal, em quantas consultas mediram sua barriga?",,Não aplicável
,1142.0,1.0,S07904,S79,"Durante o pré-natal, em quantas consultas ouviram o coração do bebê?",1,Todas
,,,,,"Durante o pré-natal, em quantas consultas ouviram o coração do bebê?",2,Algumas
,,,,,"Durante o pré-natal, em quantas consultas ouviram o coração do bebê?",3,Nenhuma
,,,,,"Durante o pré-natal, em quantas consultas ouviram o coração do bebê?",9,Ignorado
,,,,,"Durante o pré-natal, em quantas consultas ouviram o coração do bebê?",,Não aplicável
,1143.0,1.0,S07905,S79,"Durante o pré-natal, em quantas consultas examinaram suas mamas?",1,Todas
,,,,,"Durante o pré-natal, em quantas consultas examinaram suas mamas?",2,Algumas
,,,,,"Durante o pré-natal, em quantas consultas examinaram suas mamas?",3,Nenhuma
,,,,,"Durante o pré-natal, em quantas consultas examinaram suas mamas?",9,Ignorado
,,,,,"Durante o pré-natal, em quantas consultas examinaram suas mamas?",,Não aplicável
,1144.0,1.0,S080,S80,Durante o pré-natal de (nome) foi realizado teste∕ exame para sífilis?,1,Sim
,,,,,Durante o pré-natal de (nome) foi realizado teste∕ exame para sífilis?,2,Não
,,,,,Durante o pré-natal de (nome) foi realizado teste∕ exame para sífilis?,3,Não sabe/Não lembra
,,,,,Durante o pré-natal de (nome) foi realizado teste∕ exame para sífilis?,9,Ignorado
,,,,,Durante o pré-natal de (nome) foi realizado teste∕ exame para sífilis?,,Não aplicável
,1145.0,1.0,S081,S81,Recebeu ou foi informada sobre o resultado do teste∕ exame para sífilis antes do parto?,1,Sim
,,,,,Recebeu ou foi informada sobre o resultado do teste∕ exame para sífilis antes do parto?,2,"Não, recebeu apenas após o parto"
,,,,,Recebeu ou foi informada sobre o resultado do teste∕ exame para sífilis antes do parto?,3,"Não, nunca recebeu"
,,,,,Recebeu ou foi informada sobre o resultado do teste∕ exame para sífilis antes do parto?,9,Ignorado
,,,,,Recebeu ou foi informada sobre o resultado do teste∕ exame para sífilis antes do parto?,,Não aplicável
,1146.0,1.0,S082,S82,Qual foi o resultado do teste / exame para sífilis?,1,Positivo
,,,,,Qual foi o resultado do teste / exame para sífilis?,2,Negativo
,,,,,Qual foi o resultado do teste / exame para sífilis?,3,Recusou-se a responder
,,,,,Qual foi o resultado do teste / exame para sífilis?,9,Ignorado
,,,,,Qual foi o resultado do teste / exame para sífilis?,,Não aplicável
,1147.0,1.0,S083,S83,Recebeu tratamento para sífilis?,1,"Sim, antes do parto"
,,,,,Recebeu tratamento para sífilis?,2,"Sim, depois do parto"
,,,,,Recebeu tratamento para sífilis?,3,Não
,,,,,Recebeu tratamento para sífilis?,9,Ignorado
,,,,,Recebeu tratamento para sífilis?,,Não aplicável
,1148.0,1.0,S084,S84,Foi solicitado teste/exame de sífilis para o seu parceiro(a)?,1,Sim
,,,,,Foi solicitado teste/exame de sífilis para o seu parceiro(a)?,2,Não
,,,,,Foi solicitado teste/exame de sífilis para o seu parceiro(a)?,3,Não sabe/Não lembra
,,,,,Foi solicitado teste/exame de sífilis para o seu parceiro(a)?,9,Ignorado
,,,,,Foi solicitado teste/exame de sífilis para o seu parceiro(a)?,,Não aplicável
,1149.0,1.0,S085,S85,O seu parceiro recebeu o resultado do teste∕ exame para sífilis antes do parto?,1,Sim
,,,,,O seu parceiro recebeu o resultado do teste∕ exame para sífilis antes do parto?,2,"Não, recebeu apenas após o parto"
,,,,,O seu parceiro recebeu o resultado do teste∕ exame para sífilis antes do parto?,3,"Não, nunca recebeu"
,,,,,O seu parceiro recebeu o resultado do teste∕ exame para sífilis antes do parto?,4,Não sabe/Não lembra
,,,,,O seu parceiro recebeu o resultado do teste∕ exame para sífilis antes do parto?,5,Não fez o exame
,,,,,O seu parceiro recebeu o resultado do teste∕ exame para sífilis antes do parto?,9,Ignorado
,,,,,O seu parceiro recebeu o resultado do teste∕ exame para sífilis antes do parto?,,Não aplicável
,1150.0,1.0,S086,S86,Qual foi o resultado do teste∕ exame para sífilis do seu parceiro?,1,Positivo
,,,,,Qual foi o resultado do teste∕ exame para sífilis do seu parceiro?,2,Negativo
,,,,,Qual foi o resultado do teste∕ exame para sífilis do seu parceiro?,3,Recusou-se a responder
,,,,,Qual foi o resultado do teste∕ exame para sífilis do seu parceiro?,9,Ignorado
,,,,,Qual foi o resultado do teste∕ exame para sífilis do seu parceiro?,,Não aplicável
,1151.0,1.0,S087,S87,O seu parceiro foi tratado?,1,Sim
,,,,,O seu parceiro foi tratado?,2,Não
,,,,,O seu parceiro foi tratado?,3,Não sabe/Não lembra
,,,,,O seu parceiro foi tratado?,9,Ignorado
,,,,,O seu parceiro foi tratado?,,Não aplicável
,1152.0,1.0,S088,S88,Durante o pré-natal foi realizado teste∕ exame para hepatite B?,1,Sim
,,,,,Durante o pré-natal foi realizado teste∕ exame para hepatite B?,2,Não
,,,,,Durante o pré-natal foi realizado teste∕ exame para hepatite B?,3,Não sabe/Não lembra
,,,,,Durante o pré-natal foi realizado teste∕ exame para hepatite B?,9,Ignorado
,,,,,Durante o pré-natal foi realizado teste∕ exame para hepatite B?,,Não aplicável
,1153.0,1.0,S089,S89,Recebeu o resultado da Hepatite B antes do parto?,1,Sim
,,,,,Recebeu o resultado da Hepatite B antes do parto?,2,"Não, recebeu apenas após o parto"
,,,,,Recebeu o resultado da Hepatite B antes do parto?,3,"Não, nunca recebeu"
,,,,,Recebeu o resultado da Hepatite B antes do parto?,9,Ignorado
,,,,,Recebeu o resultado da Hepatite B antes do parto?,,Não aplicável
,1154.0,1.0,S090,S90,Durante o pré-natal foi solicitado o teste∕ exame para HIV/AIDS?,1,Sim
,,,,,Durante o pré-natal foi solicitado o teste∕ exame para HIV/AIDS?,2,Não
,,,,,Durante o pré-natal foi solicitado o teste∕ exame para HIV/AIDS?,3,Não sabe/Não lembra
,,,,,Durante o pré-natal foi solicitado o teste∕ exame para HIV/AIDS?,9,Ignorado
,,,,,Durante o pré-natal foi solicitado o teste∕ exame para HIV/AIDS?,,Não aplicável
,1155.0,1.0,S091,S91,Neste pré-natal foi realizado teste∕ exame para HIV/AIDS?,1,Sim
,,,,,Neste pré-natal foi realizado teste∕ exame para HIV/AIDS?,2,Não
,,,,,Neste pré-natal foi realizado teste∕ exame para HIV/AIDS?,9,Ignorado
,,,,,Neste pré-natal foi realizado teste∕ exame para HIV/AIDS?,,Não aplicável
,1156.0,1.0,S092,S92,Recebeu o resultado do teste∕ exame para HIV/AIDS antes do parto?,1,Sim
,,,,,Recebeu o resultado do teste∕ exame para HIV/AIDS antes do parto?,2,"Não, recebeu apenas após o parto"
,,,,,Recebeu o resultado do teste∕ exame para HIV/AIDS antes do parto?,3,"Não, nunca recebeu"
,,,,,Recebeu o resultado do teste∕ exame para HIV/AIDS antes do parto?,9,Ignorado
,,,,,Recebeu o resultado do teste∕ exame para HIV/AIDS antes do parto?,,Não aplicável
,1157.0,1.0,S095,S95,Durante o pré-natal a Sra foi orientada a usar preservativo?,1,Sim
,,,,,Durante o pré-natal a Sra foi orientada a usar preservativo?,2,Não
,,,,,Durante o pré-natal a Sra foi orientada a usar preservativo?,3,Não sabe/Não lembra
,,,,,Durante o pré-natal a Sra foi orientada a usar preservativo?,9,Ignorado
,,,,,Durante o pré-natal a Sra foi orientada a usar preservativo?,,Não aplicável
,1158.0,1.0,S096,S96,Quanto tempo antes do parto a Sra foi à última consulta do pré-natal?,1,Até 1 semana
,,,,,Quanto tempo antes do parto a Sra foi à última consulta do pré-natal?,2,Mais de 1 semana a 2 semanas
,,,,,Quanto tempo antes do parto a Sra foi à última consulta do pré-natal?,3,Mais de 2 semanas
,,,,,Quanto tempo antes do parto a Sra foi à última consulta do pré-natal?,4,Não sabe/Não lembra
,,,,,Quanto tempo antes do parto a Sra foi à última consulta do pré-natal?,9,Ignorado
,,,,,Quanto tempo antes do parto a Sra foi à última consulta do pré-natal?,,Não aplicável
,1159.0,1.0,S097,S97,Durante este pré-natal você foi informada/orientada pelo serviço de saúde/profissional de saúde sobre a maternidade para qual deveria se dirigir no momento do parto?,1,Sim
,,,,,Durante este pré-natal você foi informada/orientada pelo serviço de saúde/profissional de saúde sobre a maternidade para qual deveria se dirigir no momento do parto?,2,Não
,,,,,Durante este pré-natal você foi informada/orientada pelo serviço de saúde/profissional de saúde sobre a maternidade para qual deveria se dirigir no momento do parto?,3,Não sabe/Não lembra
,,,,,Durante este pré-natal você foi informada/orientada pelo serviço de saúde/profissional de saúde sobre a maternidade para qual deveria se dirigir no momento do parto?,9,Ignorado
,,,,,Durante este pré-natal você foi informada/orientada pelo serviço de saúde/profissional de saúde sobre a maternidade para qual deveria se dirigir no momento do parto?,,Não aplicável
,1160.0,1.0,S098,S98,Quando estava grávida tomou alguma injeção para prevenir o bebê contra difteria e tétano (mal dos sete dias) – dT ou dTpa?,1,Sim
,,,,,Quando estava grávida tomou alguma injeção para prevenir o bebê contra difteria e tétano (mal dos sete dias) – dT ou dTpa?,2,Não
,,,,,Quando estava grávida tomou alguma injeção para prevenir o bebê contra difteria e tétano (mal dos sete dias) – dT ou dTpa?,3,Não sabe/Não lembra
,,,,,Quando estava grávida tomou alguma injeção para prevenir o bebê contra difteria e tétano (mal dos sete dias) – dT ou dTpa?,9,Ignorado
,,,,,Quando estava grávida tomou alguma injeção para prevenir o bebê contra difteria e tétano (mal dos sete dias) – dT ou dTpa?,,Não aplicável
,1161.0,1.0,S099,S99,Quantas doses dessa injeção tomou durante esta gravidez?,1,Número de doses
,,,,,Quantas doses dessa injeção tomou durante esta gravidez?,2,Não sabe / Não lembra
,,,,,Quantas doses dessa injeção tomou durante esta gravidez?,9,Ignorado
,,,,,Quantas doses dessa injeção tomou durante esta gravidez?,,Não aplicável
,1162.0,1.0,S09901,S99,Número de doses,1 a 5,Número de doses
,,,,,Número de doses,,Não aplicável
,1163.0,1.0,S109,S109,Seu(sua) filho(a) foi pesado ao nascer?,1,Sim
,,,,,Seu(sua) filho(a) foi pesado ao nascer?,2,Não
,,,,,Seu(sua) filho(a) foi pesado ao nascer?,9,Ignorado
,,,,,Seu(sua) filho(a) foi pesado ao nascer?,,Não aplicável
,1164.0,1.0,S110,S110,Qual foi o peso dele(a) ao nascer?,1,Peso em gramas
,,,,,Qual foi o peso dele(a) ao nascer?,2,Não sabe/Não lembra
,,,,,Qual foi o peso dele(a) ao nascer?,,Não aplicável
,1165.0,4.0,S11001,S110,Peso ao nascer (em quilogramas),0300 a 7000,Valor do peso ao nascer
,,,,,Peso ao nascer (em quilogramas),9999,Ignorado
